"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Estonia","EST","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.9300003051758","","","","","","","","","","98.8985748291016","99.2115783691406","99.3779907226562","99.3846893310547","99.3775405883789","99.3991394042969","99.4852600097656","99.2253952026367","99.488525390625","99.5448226928711","97.5500030517578","98.7935333251953","98.7294769287109","",
"Ethiopia","ETH","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.6399998664856","","","","7.78999996185303","","11.26158618927","","","7.58573007583618","","","7.4915599822998","","12.4760265350342","","",
"European Union","EUU","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","42","","","","","48.5800018310547","","","","","","","","","","","","","","","","","","","","80.4200592041016","81.8024978637695","82.5706634521484","83.6887130737305","84.2365646362305","85.0376663208008","84.2623291015625","86.6410522460938","87.2985687255859","88.1361083984375","89.1465148925781","89.533576965332","91.5996780395508","",
"Fiji","FJI","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","10.6000003814697","","","","","","","","","","25.3099994659424","","","","","","","","","","43.5","","","","","","","","","","","60.9300003051758","","","","80.4728164672852","","","71.3576965332031","","86.2873992919922","87.9300003051758","","","","66.0850296020508","","",
"France","FRA","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.4300003051758","","","","","","","","","","","","","","70.7099990844727","71.3399963378906","","74.1900024414062","75.1600036621094","75.8499984741211","76.4100036621094","77.1999969482422","78.0199966430664","78.7699966430664","79.8499984741211","80.7600021362305","81.1600036621094","81.8899993896484","82.8484954833984","83.5400009155273","84.3851547241211","89.2709808349609","85.4513473510742","90.5102844238281",
"Faroe Islands","FRO","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.1502532958984","","","","","","","","","",
"Gabon","GAB","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6900024414062","99.7399978637695","99.8199996948242","99.7600021362305","99.8000030517578","99.8000030517578","98.1878967285156","97.4847640991211","99.6999969482422","97.6777496337891","97.7634811401367","99.8000030517578","99.7900009155273","99.0031661987305","99.1117401123047",
"Georgia","GEO","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.7399978637695","","","","","","","","57.4175148010254","94.4644241333008","94.7200012207031","96.3336410522461","96.129997253418","97.1817245483398","97.4199981689453","97.2300033569336","92.0879669189453","97.1500015258789","97.8129348754883","98.0827102661133","98.2200012207031","98.2348785400391",
"Ghana","GHA","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","7.19999980926514","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.2000007629395","","","40.4031372070312","","43.9012489318848","","37.7458000183105","","","","","45.6249313354492","",
"Gibraltar","GIB","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.98000001907349","","","","","","","","","","","","","","5.23000001907349","","","","5.51999998092651","","8.60955047607422","","6.82999992370605","39.2396850585938","","","","",
"Gambia, The","GMB","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","2.14000010490417","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.9439105987549","","26.0413703918457","","","35.5044860839844",
"Guinea-Bissau","GNB","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.156268119812","19.9174194335938","","","27.2991676330566","",
"Equatorial Guinea","GNQ","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","22.2000007629395","","","","","","","","","","","","","","","","","","","","","","","","53.8499984741211","59.0999984741211","57.2200012207031","57.7299995422363","","59.5099983215332","64.0458526611328","64.9730072021484","65.9630355834961","63.6800003051758","65.4499969482422","61.5099983215332","67.7275543212891","68.4870452880859","69.1666412353516","69.8600006103516","72.2298202514648","73.8031158447266","",
"Grenada","GRD","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","6.15000009536743","","","","","","","","","","","9.3100004196167","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.7152786254883","56.3302307128906","55.3976631164551","","","",
"Greenland","GRL","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","5.30000019073486","","","","","","","","","","","","","","","","","","","","","","","","","","","14.1800003051758","","15.5299997329712","","","","19.6499996185303","","","","22.8208827972412","22.389123916626","21.2199993133545","22.6900005340576","22.6100006103516","22.4647998809814","29.1907749176025","29.419340133667","28.8683757781982","29.4500007629395","","32.9715232849121","30.2276496887207","29.9344348907471",
"Guam","GUM","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","63.1399993896484","","","","","","","","","","75.0299987792969","","","","","","","","","","83.9499969482422","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","8.17000007629395","","","","","","","","","","16.3899993896484","","","","","","","","","","","","","","","","","","","","","","33.2400016784668","","","","","","","","","","","","","","","","73.0739059448242","58.0942993164062","","","","",
"High income","HIC","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","16.2399997711182","","","","","20.5","","","","","29.2800006866455","","","","","38.5","","","","","47.8899993896484","","","","","56.7799987792969","","","","","","","","","","67.4000015258789","","68.7200012207031","69.75","70.7900009155273","72.2399978637695","","","74.6600036621094","75.6500015258789","","76.5899963378906","","77.0999984741211","","","77.870002746582","",
"Honduras","HND","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","5.6100001335144","","","","","","","","","","","","","","","","","","","","","","","","","","","20.4799995422363","","","21.0900001525879","21.4799995422363","","20.7800006866455","","23.4500007629395","24.8600006103516","25.4099998474121","25.25","27.1000003814697","30.3099994659424","31.1200008392334","32.2799987792969","30.7881088256836","30.4699993133545","33.939998626709","","","37.9296455383301","30.0116138458252",
"Heavily indebted poor countries (HIPC)","HPC","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.6100006103516","","","","","","","","","","71.870002746582","","","","","","","","","87.4282608032227","85.1600036621094","86.9514617919922","88.2480545043945","91.595817565918","92.0364074707031","91.0930404663086","90.4014739990234","90.3721923828125","90.9710693359375","92.2865753173828","93.0956039428711","93.5088195800781","",
"Haiti","HTI","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","2.90000009536743","","","","","","","","","","","6.34000015258789","","","","","","","","","","","","","","","","","","","","","6.59999990463257","","","","","","","","","21.6670608520508","","","","","26.9747505187988","","","","","","",
"Hungary","HUN","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","79.25","","","","","","","","","","86.2200012207031","","","","","","","","","","","","","","","","","","","","","83.7600021362305","","","","88.0100021362305","","","","97.0199966430664","97.3899993896484","97.7900009155273","97.8899993896484","98.0199966430664","95.5599975585938","95.7300033569336","96.2600021362305","96.6059036254883","96.8993148803711","97.164665222168","97.6100006103516","98.0978240966797","98.2849807739258","",
"IBRD only","IBD","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","3.07999992370605","","","","","","","","","6.6399998664856","","","","","","","","","","13.8299999237061","","","","","","","","","","","","","","","","36.5","34.939998626709","36.2099990844727","37.4199981689453","41.0761299133301","39.8499984741211","40.7450218200684","42.1697807312012","42.9300003051758","44.4700012207031","40.2299995422363","45.7972183227539","46.8400001525879","50.2983741760254","51.0099983215332","53.6630058288574","53.7340621948242","53.4761962890625",
"IDA only","IDX","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","1.64999997615814","","","","","","","","","","7.6399998664856","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.1637134552002","27.75","30.4562587738037","","","","31.4749908447266","","36.4199981689453","36.1479682922363","40.0699996948242","41.2036437988281","40.9599990844727","43.5",
"Not classified","INX","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","34.1800003051758","","","","","","","","","","49.7000007629395","","","","","","","","","","63.2000007629395","","","","","","","","","","","","","","","85.4800033569336","81.7200012207031","","","81.5899963378906","84.5400009155273","83.0879211425781","84.3698806762695","86.7468795776367","87.0439453125","87.3368911743164","87.2200012207031","88.0960845947266","88.3245086669922","89.1274185180664","90.1366958618164","90.3994903564453","",
"Iran, Islamic Rep.","IRN","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.810001373291","","56.7299995422363","","59.9599990844727","43.6973648071289","61.7799987792969","64.8899993896484","65.7699966430664","47.2042007446289","67.3499984741211","0","55.9170303344727","56.5132904052734","57.4670524597168","58.4093132019043","59.1110343933105","",
"Iraq","IRQ","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.9286041259766","37.439998626709","","","","","24.2659606933594","","","24.514705657959","","",
"Iceland","ISL","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.0999984741211","","","","","96.4233779907227","66.6341323852539","78.3338165283203","83.1469650268555","98.9182662963867","99.2791137695312","99.5080795288086","99.6481857299805","99.2231063842773","99.4000015258789","99.7699966430664","99.8702087402344","99.8759155273438","",
"Israel","ISR","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","42.0299987792969","","","","","","","","","","55.7000007629395","44.2999992370605","","","","","","","","","","","","","","","","","","","","","95.2200012207031","","75.25","83","","83.4899978637695","83.5199966430664","84.3399963378906","84.8399963378906","87.0800018310547","87.3899993896484","87.8899993896484","89.5679702758789","89.4828186035156","89.1779251098633","89.871940612793","90.5706176757812","90.4493942260742","90.7246170043945","",
"Italy","ITA","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","16.3799991607666","","","","","","","","","","28","","","","","","","","","","","","","","","","","","","","59.2799987792969","","","","63.4599990844727","64.7699966430664","65.8600006103516","66.9800033569336","68.0299987792969","69.120002746582","70.2300033569336","71.25","73.0408706665039","73.4300003051758","74.3399963378906","76.3918685913086","77.4028244018555","78.5290451049805","79.4889144897461","78.629997253418","79.2322387695312","79.7553558349609","",
"Jamaica","JAM","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","7.98000001907349","","","","","","","","","","","","17.6000003814697","","","","","","","","","34.4900016784668","","","","","","","","","","","","","","","","","","","89.5592803955078","64.629997253418","91.0619659423828","90.967658996582","91.7085342407227","","88.6904373168945","89.4307250976562","89.8498840332031","90.3158645629883","90.7847595214844","91.2503890991211","79.8374481201172","",
"Jordan","JOR","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.3199996948242","","","","","68.9400024414062","","69.4499969482422","","","","","","","67.49072265625","77.870002746582","","77.379997253418","","","73.75",
"Japan","JPN","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.2099990844727","","","",
"Kazakhstan","KAZ","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.7999992370605","","","","","","","","","","78.9599990844727","","","","","","","","99.25","","94.5899963378906","","","","","","90.6959533691406","","","99.2900009155273","98.4973831176758","","","","",
"Kenya","KEN","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.7199993133545","25.5","","","","","","45.966854095459","","","55.1886100769043","54.5940284729004","67.5824508666992","60.4714317321777","",
"Kyrgyz Republic","KGZ","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.5100021362305","","","","","","","","","","94.5199966430664","","","","","95.7106170654297","96.0719299316406","96.3672485351562","96.1469345092773","92.7425308227539","","","","","",
"Cambodia","KHM","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.14000034332275","11.1099996566772","9.85999965667725","47.0104141235352","49.837043762207","17.6526470184326","50.7543525695801","7.8600001335144","6.78000020980835","38.7108535766602","30.802417755127","","13.3149995803833","30.9968166351318","16.44873046875","","",
"Kiribati","KIR","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","6.59999990463257","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.0925827026367","","","71.0971221923828","84.1297988891602","84.9617614746094","","","",
"St. Kitts and Nevis","KNA","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","6.30000019073486","","","","","","","","","","31.4500007629395","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","15.8800001144409","","","","","23.3999996185303","","","","","33.6300010681152","","","","","","","","","","57.5","","","","","62.9900016784668","","","","","69.5800018310547","","","","","74.0800018310547","","","","70.9899978637695","77.0500030517578","77.8335952758789","78.5920562744141","79.3877563476562","80.3419418334961","80.3499984741211","81.8187789916992","82.1929702758789","82.4144973754883","82.7603378295898","83.0876922607422","83.6950988769531","84.0698394775391","85.0460433959961",
"Kuwait","KWT","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","14.6000003814697","","","","","19.7000007629395","","","","","30.8400001525879","","","","","43.2099990844727","","","","","","","","","","","","","","","","","","","","46.4099998474121","48.9300003051758","49.5","53.7099990844727","","","","55.6199989318848","55.7599983215332","","58.4700012207031","","59.5299987792969","60.0099983215332","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.6000633239746","","","","","","","16.7583694458008","","","","","33.6456108093262","",
"Lebanon","LBN","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","11.8000001907349","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.1500015258789","","","","","","","","","","","87.0500030517578","64.0798721313477","","","","",
"Liberia","LBR","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","4.05000019073486","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.4741592407227","","","","24.4241752624512","","17.0126094818115","24.7374782562256","","23.4013595581055","","","","",
"Libya","LBY","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","11.1000003814697","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","4.80000019073486","","","","","","","","","","7.57000017166138","","","","","","","","","","","25.7000007629395","","","","","","","","","","","","","","","","","","","50.0900001525879","","","48.9500007629395","","","","43.7346687316895","32.5514755249023","49.8499984741211","41.6100158691406","37.6425361633301","37.5350036621094","",
"Latin America & Caribbean","LCN","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.0400009155273","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","32.0299987792969","","","","","","","","","","","","","","","","","","","","72.9700012207031","","","","","73.2399978637695","72.4700012207031","72.5899963378906","72.7300033569336","57.7058067321777","59.1490097045898","","62.2434883117676","63.1219596862793","64.1781692504883","81.6500015258789","82.1999969482422","82.8399963378906","80.1699981689453","83.9599990844727","80.6500015258789","81.120002746582","",
"Lower middle income","LMC","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","3.64000010490417","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.4099998474121","","21.8700008392334","","","","","","","","","","31.8733100891113","42.8141632080078","","","","",
"Late-demographic dividend","LTE","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.4499969482422","","","","","","","","","","","","","","","","83.6999969482422","85.129997253418","85.6100006103516","86.9599990844727","87.9100036621094","88.620002746582","89.3300018310547","89.120002746582","90.2200012207031","91.0500030517578","91.7600021362305","93.6600036621094","94.3000030517578","95.1420745849609","95.8124847412109","95.5299987792969","96.6284790039062","96.9497680664062","",
"Luxembourg","LUX","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.4199981689453","","","","","","","","","","70.1100006103516","","59.7299995422363","","","","77.0800018310547","","","85.0860900878906","86.7467880249023","87.3857192993164","89.3866729736328","88.6100997924805","86.569091796875","88.6485595703125","86.7174758911133","89.3145599365234","90.667236328125","89.1942749023438","89.4878845214844","90.0731735229492","",
"Latvia","LVA","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.2999992370605","","","","","","","","","","","","","","","96.7099990844727","98","98.9100036621094","97.4000015258789","98.0199966430664","98.629997253418","98.6399993896484","98.8600006103516","98.9100036621094","98.9800033569336","99.5400009155273","99.4400024414062","99.3899993896484","97.9381713867188","98.0975723266602","98.1290130615234","98.00244140625","96.9889755249023","97.2051773071289","",
